name,rating,namespace,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Virginia Bethel Moon  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Virginia_Bethel_Moon,15,5373,5200,FALSE,FALSE,698,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Virginia_Bethel_Moon,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Alice,Bailly,,,,
Violette Neatley Anderson  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Violette_Neatley_Anderson,5,170,165,FALSE,FALSE,2084,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Violette_Neatley_Anderson,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Alice,Beckington,,,,
Violeta Parra   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Violeta_Parra,1,0,-1,FALSE,FALSE,4045,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Violeta_Parra,Museum_of_the_City_of_New_York/Beyond_Suffrage_Wikipedia_Edit-a-thon,,,,,,,,Alice,Burr,,,,
Violet Gillett   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Violet_Gillett,1,292,292,FALSE,FALSE,22,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Violet_Gillett,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Alice,Carmen,Gouvy,,,
Viola Desmond   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Viola_Desmond,7,225,-26,FALSE,FALSE,45052,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Viola_Desmond,VIU/VIU_Library_Edit-a-thon_for_Women's_History_Month,,,,,,,,Alice,Garver,,,,
Viola Casares   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Viola_Casares,10,1204,1010,FALSE,FALSE,130,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-25&end=2099-01-01&project=en.wikipedia.org&pages=Viola_Casares,Loyola_Marymount_University/LMU_ArtAndFeminism_2018,,,,,,,,Alice,Hanratty,,,,
Vincent E. Lally  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vincent_E._Lally,3,114,108,FALSE,FALSE,23,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=Vincent_E._Lally,Virginia_Polytechnic_Institute_and_State_University/Architecture_and_Art_and_Feminism_Wiki_Edit-a-thon,,,,,,,,Alice,Lok,Cahana,,,
Victoria Vesna   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Victoria_Vesna,23,4152,3734,FALSE,FALSE,122,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-28&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_Vesna,Purdue_University/Purdue_Art_and_Feminism,,,,,,,,Alice,Neel,,,,
Victoria Porkchop Parker  ,,0,en.wikipedia.org,"https://en.wikipedia.org/wiki/Victoria_""Porkchop""_Parker",6,20,-12,FALSE,FALSE,63921,"https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_""Porkchop""_Parker",OJM/AF_Oregon_Jewish_Museum,,,,,,,,Alice,Parker,(Salem,witch,trials),
Victoria Haven   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Victoria_Haven,13,1150,1148,FALSE,FALSE,248,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-24&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_Haven,Jacob_Lawrence_Gallery/Seattle_Jacob_Lawrence_Gallery_AF_2018,,,,,,,,Alice,Rawsthorn,,,,
Victoria Fu   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Victoria_Fu,1,63,63,FALSE,FALSE,1079,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_Fu,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Alice,Sheppard,,,,
Victoria Camblin   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Victoria_Camblin,2,3642,3642,TRUE,FALSE,684,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_Camblin,Aspen_Art_Museum/Wikipedia_Editathon_Aspen_Art_Museum_2018,,,,,,,,Alice,Twemlow,,,,
Victoria Adaobi Obasi  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Victoria_Adaobi_Obasi,1,277,277,FALSE,FALSE,77,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Victoria_Adaobi_Obasi,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Alice,Walker,,,,
Vicki Stone   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vicki_Stone,3,329,329,FALSE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Vicki_Stone,OJM/AF_Oregon_Jewish_Museum,,,,,,,,Alicia,Austin,,,,
Vera Frenkel   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vera_Frenkel,1,195,195,FALSE,FALSE,73,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Vera_Frenkel,Emily_Carr_University_of_Art_and_Design/Emily_Carr_University_Library_Art_and_Feminism_Edit-a-Thon,,,,,,,,Alicia,Killaly,,,,
Veda Louise Reed  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Veda_Louise_Reed,2,5922,5922,TRUE,FALSE,333,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-07&end=2099-01-01&project=en.wikipedia.org&pages=Veda_Louise_Reed,Harn_Museum/Gainesville_Harn_ArtAndFeminism2018,,,,,,,,Alicia,Leal,,,,
Vaughan Oliver   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vaughan_Oliver,1,5031,5031,FALSE,FALSE,1052,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Vaughan_Oliver,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Alina,Szapocznikow,,,,
Vasif Kortun   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vasif_Kortun,1,10225,10225,FALSE,FALSE,228,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Vasif_Kortun,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Aline,Barnsdall,,,,
Varsha Nair   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Varsha_Nair,1,0,-243,FALSE,FALSE,90,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Varsha_Nair,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Alisha,Wormsley,,,,
Vanessa Tomlinson   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_Tomlinson,13,5198,4646,TRUE,FALSE,52,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_Tomlinson,QCA/Brisbane_QCA_ArtandFeminism_2018,,,,,,,,Alison,Marks,,,,
Vanessa Renwick   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_Renwick,1,208,208,FALSE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_Renwick,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Alison,Mason,Kingsbury,,,
Vanessa Kwan   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_Kwan,10,3765,3718,TRUE,FALSE,72,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_Kwan,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Alison,Saar,,,,
Vanessa German   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_German,2,325,325,FALSE,FALSE,5818,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_German,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Alix,Madigan,,,,
Vanessa Brown (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_Brown_(artist),6,3574,1861,TRUE,TRUE,84,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_Brown_(artist),Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Alix,Pearlstein,,,,
Vanessa Bell   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Vanessa_Bell,3,4,-40,FALSE,FALSE,14856,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-05&end=2099-01-01&project=en.wikipedia.org&pages=Vanessa_Bell,Oberlin_College/Oberlin_College_ArtandFeminism_2018,,,,,,,,Allan,Hawco,,,,
Valeska Gert   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Valeska_Gert,3,26,-109,FALSE,FALSE,375,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Valeska_Gert,LACMA/Los_Angeles_LACMA_ArtAndFeminism_2018,,,,,,,,Allan,V.,Cox,,,
Valerie Piraino   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Valerie_Piraino,3,1265,1265,TRUE,FALSE,10,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Valerie_Piraino,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Allison,Hrabluik,,,,
Valerie Maynard   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Valerie_Maynard,2,170,170,FALSE,FALSE,1580,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Valerie_Maynard,Lamar_Dodd_School_of_Art_and_Georgia_Museum_of_Art/Art_and_Feminism_UGA,,,,,,,,Allison,Smith,(artist),,,
Valerie Cassel Oliver  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Valerie_Cassel_Oliver,4,825,825,FALSE,FALSE,84,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Valerie_Cassel_Oliver,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Allyson,Clay,,,,
Valeria Luiselli   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Valeria_Luiselli,1,833,833,FALSE,FALSE,34967,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Valeria_Luiselli,Indyhall/Philly_Indyhall_Art_and_Feminism_2018,,,,,,,,Alma,Adams,,,,
Uzoma Odera Okoye  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Uzoma_Odera_Okoye,11,5512,4935,TRUE,TRUE,775,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Uzoma_Odera_Okoye,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Alma,Thomas,,,,
Ursula Wolff Schneider  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ursula_Wolff_Schneider,3,1877,1877,TRUE,FALSE,66,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Ursula_Wolff_Schneider,University_of_New_Hampshire/UNH_Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Altina,Schinasi,,,,
Ursula K. Le Guin ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin,1,731,731,FALSE,FALSE,836663,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-05&end=2099-01-01&project=en.wikipedia.org&pages=Ursula_K._Le_Guin,Oberlin_College/Oberlin_College_ArtandFeminism_2018,,,,,,,,Alvin,D.,Loving,,,
Ursula Huth   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ursula_Huth,1,1117,1117,FALSE,FALSE,24,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Ursula_Huth,Corning_Museum_of_Glass/Corning_ArtAndFeminism_2018,,,,,,,,Alysia,Nicole,Harris,,,
Ursula Franklin   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ursula_Franklin,14,3959,3944,FALSE,FALSE,1010,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-06-02&end=2099-01-01&project=en.wikipedia.org&pages=Ursula_Franklin,Caveat/500_Women_Scientists,,,,,,,,Ama,Ata,Aidoo,,,
Ursula Burns   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ursula_Burns,1,11,11,FALSE,FALSE,7150,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ursula_Burns,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Amaka,Igwe,,,,
Ulrike Rosenbach   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ulrike_Rosenbach,1,1046,1046,FALSE,FALSE,80,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Ulrike_Rosenbach,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Amaka,Osakwe,,,,
Ulli Steltzer   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ulli_Steltzer,11,4191,4190,TRUE,FALSE,51,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Ulli_Steltzer,Emily_Carr_University_of_Art_and_Design/Emily_Carr_University_Library_Art_and_Feminism_Edit-a-Thon,,,,,,,,Amalia,Amaki,,,,
Ukamaka Olisakwe   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ukamaka_Olisakwe,1,14,14,FALSE,FALSE,59,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ukamaka_Olisakwe,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Amanda,Browder,,,,
Uche Azikiwe   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Uche_Azikiwe,2,7,7,FALSE,FALSE,3969,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Uche_Azikiwe,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Amanda,Burk,,,,
Twyla Exner   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Twyla_Exner,5,6252,6173,TRUE,FALSE,220,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-05&end=2099-01-01&project=en.wikipedia.org&pages=Twyla_Exner,University_of_Regina/University_of_Regina_ArtAndFeminism2018,,,,,,,,Amanda,Knox,,,,
Tuomas Sammelvuo   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tuomas_Sammelvuo,1,41,41,FALSE,FALSE,107,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Tuomas_Sammelvuo,New_Zealand_Fashion_Museum/Art_and_Feminism_(Saturday_24_March_2018),,,,,,,,Amanda,Lovelace,,,,
Tunde Adebimpe   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tunde_Adebimpe,2,115,115,FALSE,FALSE,5619,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-22&end=2099-01-01&project=en.wikipedia.org&pages=Tunde_Adebimpe,"The_Menil_Collection/Houston_Menil_ArtAndFeminism_2018_(February_22,_2018_from_12-7pm)",,,,,,,,Amanda,Strong,,,,
Tuesday Bassen   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tuesday_Bassen,7,2787,2765,TRUE,FALSE,32,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Tuesday_Bassen,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Amaza,Lee,Meredith,,,
Tu quoque   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tu_quoque,1,31,31,FALSE,FALSE,300453,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Tu_quoque,AAA_and_Mplus/Wikipedia_Edit-a-thon_on_Women_Artists_and_Practitioners_in_Asia,,,,,,,,Amber,Cowan,,,,
Trudie Styler   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Trudie_Styler,4,7,-1502,FALSE,FALSE,29384,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Trudie_Styler,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Amber,Dawn,,,,
Tracy Chou   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tracy_Chou,1,66,66,FALSE,FALSE,824,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Tracy_Chou,ArtWrite_Collective/Madison_AF_Wikipedia_Edit-a-thon,,,,,,,,Amber,Fyfe,,,,
Tracey Moffatt   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tracey_Moffatt,2,2318,2318,FALSE,FALSE,9878,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Tracey_Moffatt,QCA/Brisbane_QCA_ArtandFeminism_2018,,,,,,,,Ambreen,Butt,,,,
Tracey Emin   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tracey_Emin,2,63,63,FALSE,FALSE,17005,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-18&end=2099-01-01&project=en.wikipedia.org&pages=Tracey_Emin,White_Water_Gallery/WWG_Wikipedia_Edit_a_Thon,,,,,,,,Ambrose,Burnside,,,,
Toyen    ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Toyen,2,3,2,FALSE,FALSE,12421,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Toyen,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Ambulinga,Ghat,,,,
Tove Lo   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tove_Lo,1,33,33,FALSE,FALSE,172068,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Tove_Lo,University_of_North_Texas/UNT_Art_and_Feminism,,,,,,,,Amelia,Etlinger,,,,
Tourmaline (activist)   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tourmaline_(activist),1,216,216,FALSE,FALSE,2056,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Tourmaline_(activist),"Yale_University/Yale_ArtAndFeminism_2018_(Friday,_April_6,_2018)",,,,,,,,Amelia,Long,,,,
Torkwase Dyson   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Torkwase_Dyson,45,26891,24106,TRUE,FALSE,276,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-09&end=2099-01-01&project=en.wikipedia.org&pages=Torkwase_Dyson,Bennington_College/Art_and_Feminism_Bennington,,,,,,,,Amelia,Tilghman,,,,
Tope Alabi   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tope_Alabi,1,2187,2187,FALSE,FALSE,1999,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Tope_Alabi,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Ameyo,Adadevoh,,,,
Tony Ellin   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tony_Ellin,1,0,-6,FALSE,FALSE,112,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Tony_Ellin,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Amina,J.,Mohammed,,,
Tonto Dikeh   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tonto_Dikeh,2,18,18,FALSE,FALSE,41139,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Tonto_Dikeh,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Amir,Rabiyah,,,,
Togrul Narimanbekov   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Togrul_Narimanbekov,1,0,-1,FALSE,FALSE,254,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Togrul_Narimanbekov,University_of_North_Texas/UNT_Art_and_Feminism,,,,,,,,Amrita,Sher-Gil,,,,
Todd Gray (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Todd_Gray_(artist),2,4,4,FALSE,FALSE,145,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Todd_Gray_(artist),Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Amy,Carmichael,,,,
Titus Kaphar   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Titus_Kaphar,1,1669,1669,FALSE,FALSE,1145,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Titus_Kaphar,"Art_Practical/Art_Practical_ArtAndFeminism_2018_(Saturday,_March_3,_2018)",,,,,,,,Amy,Clampitt,,,,
Tip Toland   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tip_Toland,2,3889,3690,TRUE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Tip_Toland,HU/Roanoke_HU_ArtAndFeminism2018_2,,,,,,,,Amy,Feldman,,,,
Tinglev case   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tinglev_case,1,91,91,FALSE,TRUE,45,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-03&end=2099-01-01&project=en.wikipedia.org&pages=Tinglev_case,Nathan_Cummings_Foundation/Truth-a-Thon,,,,,,,,Amy,Porter,(flutist),,,
Tine Baanders   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tine_Baanders,1,524,524,FALSE,FALSE,24,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Tine_Baanders,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Amy,Sadao,,,,
Tina Modotti   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tina_Modotti,1,96,96,FALSE,FALSE,4321,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Tina_Modotti,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Amy,Sedaris,,,,
Tina McElroy Ansa  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tina_McElroy_Ansa,1,44,44,FALSE,FALSE,230,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Tina_McElroy_Ansa,"ICA_Boston/Boston_ICA_ArtAndFeminism_2018_(March_4,_2018)",,,,,,,,Amy,Sherald,,,,
Tina Fuentes (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Tina_Fuentes_(artist),2,713,713,FALSE,FALSE,32,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Tina_Fuentes_(artist),Dallas_Public_Library/Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Amy,Sillman,,,,
